# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:70:FB": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:70:FB", "device connection": "BTH98:D3:51:FD:70:FB", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-9-3", "time": "12:51:18.795", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	537	
1	0	0	0	0	424	
2	0	0	0	0	383	
3	0	0	0	0	293	
4	0	0	0	0	233	
5	0	0	0	0	340	
6	0	0	0	0	357	
7	0	0	0	0	384	
8	0	0	0	0	439	
9	0	0	0	0	534	
10	0	0	0	0	638	
11	0	0	0	0	658	
12	0	0	0	0	577	
13	0	0	0	0	559	
14	0	0	0	0	612	
15	0	0	0	0	715	
0	0	0	0	0	682	
1	0	0	0	0	607	
2	0	0	0	0	614	
3	0	0	0	0	543	
4	0	0	0	0	325	
5	0	0	0	0	220	
6	0	0	0	0	163	
7	0	0	0	0	155	
8	0	0	0	0	344	
9	0	0	0	0	503	
10	0	0	0	0	578	
11	0	0	0	0	534	
12	0	0	0	0	567	
13	0	0	0	0	614	
14	0	0	0	0	696	
15	0	0	0	0	806	
0	0	0	0	0	906	
1	0	0	0	0	841	
2	0	0	0	0	454	
3	0	0	0	0	326	
4	0	0	0	0	371	
5	0	0	0	0	355	
6	0	0	0	0	430	
7	0	0	0	0	463	
8	0	0	0	0	420	
9	0	0	0	0	402	
10	0	0	0	0	486	
11	0	0	0	0	541	
12	0	0	0	0	540	
13	0	0	0	0	588	
14	0	0	0	0	550	
15	0	0	0	0	499	
0	0	0	0	0	593	
1	0	0	0	0	691	
2	0	0	0	0	644	
3	0	0	0	0	437	
4	0	0	0	0	364	
5	0	0	0	0	375	
6	0	0	0	0	311	
7	0	0	0	0	316	
8	0	0	0	0	416	
9	0	0	0	0	537	
10	0	0	0	0	538	
11	0	0	0	0	538	
12	0	0	0	0	476	
13	0	0	0	0	518	
14	0	0	0	0	652	
15	0	0	0	0	700	
0	0	0	0	0	707	
1	0	0	0	0	852	
2	0	0	0	0	859	
3	0	0	0	0	592	
4	0	0	0	0	376	
5	0	0	0	0	377	
6	0	0	0	0	235	
7	0	0	0	0	139	
8	0	0	0	0	195	
9	0	0	0	0	289	
10	0	0	0	0	345	
11	0	0	0	0	299	
12	0	0	0	0	370	
13	0	0	0	0	431	
14	0	0	0	0	538	
15	0	0	0	0	778	
0	0	0	0	0	846	
1	0	0	0	0	869	
2	0	0	0	0	990	
3	0	0	0	0	920	
4	0	0	0	0	709	
5	0	0	0	0	512	
6	0	0	0	0	424	
7	0	0	0	0	215	
8	0	0	0	0	94	
9	0	0	0	0	118	
10	0	0	0	0	196	
11	0	0	0	0	306	
12	0	0	0	0	498	
13	0	0	0	0	625	
14	0	0	0	0	681	
15	0	0	0	0	607	
0	0	0	0	0	560	
1	0	0	0	0	537	
2	0	0	0	0	674	
3	0	0	0	0	814	
4	0	0	0	0	754	
5	0	0	0	0	660	
6	0	0	0	0	633	
7	0	0	0	0	467	
8	0	0	0	0	220	
9	0	0	0	0	110	
10	0	0	0	0	136	
11	0	0	0	0	324	
12	0	0	0	0	436	
13	0	0	0	0	551	
14	0	0	0	0	572	
15	0	0	0	0	574	
0	0	0	0	0	617	
1	0	0	0	0	555	
2	0	0	0	0	569	
3	0	0	0	0	743	
4	0	0	0	0	811	
5	0	0	0	0	686	
6	0	0	0	0	517	
7	0	0	0	0	445	
8	0	0	0	0	374	
9	0	0	0	0	275	
10	0	0	0	0	271	
11	0	0	0	0	303	
12	0	0	0	0	316	
13	0	0	0	0	331	
14	0	0	0	0	539	
15	0	0	0	0	698	
0	0	0	0	0	646	
1	0	0	0	0	651	
2	0	0	0	0	623	
3	0	0	0	0	740	
4	0	0	0	0	787	
5	0	0	0	0	654	
6	0	0	0	0	433	
7	0	0	0	0	347	
8	0	0	0	0	209	
9	0	0	0	0	151	
10	0	0	0	0	325	
11	0	0	0	0	442	
12	0	0	0	0	542	
13	0	0	0	0	626	
14	0	0	0	0	574	
15	0	0	0	0	492	
0	0	0	0	0	450	
1	0	0	0	0	528	
2	0	0	0	0	578	
3	0	0	0	0	598	
4	0	0	0	0	796	
5	0	0	0	0	928	
6	0	0	0	0	723	
7	0	0	0	0	492	
8	0	0	0	0	454	
9	0	0	0	0	383	
10	0	0	0	0	140	
11	0	0	0	0	117	
12	0	0	0	0	370	
13	0	0	0	0	688	
14	0	0	0	0	673	
15	0	0	0	0	630	
0	0	0	0	0	599	
1	0	0	0	0	459	
2	0	0	0	0	587	
3	0	0	0	0	511	
4	0	0	0	0	452	
5	0	0	0	0	644	
6	0	0	0	0	723	
7	0	0	0	0	603	
8	0	0	0	0	497	
9	0	0	0	0	407	
10	0	0	0	0	274	
11	0	0	0	0	161	
12	0	0	0	0	161	
13	0	0	0	0	219	
14	0	0	0	0	397	
15	0	0	0	0	566	
0	0	0	0	0	635	
1	0	0	0	0	710	
2	0	0	0	0	732	
3	0	0	0	0	663	
4	0	0	0	0	562	
5	0	0	0	0	643	
6	0	0	0	0	781	
7	0	0	0	0	771	
8	0	0	0	0	628	
9	0	0	0	0	504	
10	0	0	0	0	446	
11	0	0	0	0	260	
12	0	0	0	0	184	
13	0	0	0	0	185	
14	0	0	0	0	277	
15	0	0	0	0	319	
0	0	0	0	0	373	
1	0	0	0	0	313	
2	0	0	0	0	346	
3	0	0	0	0	608	
4	0	0	0	0	842	
5	0	0	0	0	969	
6	0	0	0	0	1022	
7	0	0	0	0	990	
8	0	0	0	0	813	
9	0	0	0	0	593	
10	0	0	0	0	377	
11	0	0	0	0	188	
12	0	0	0	0	103	
13	0	0	0	0	165	
14	0	0	0	0	204	
15	0	0	0	0	308	
0	0	0	0	0	378	
1	0	0	0	0	472	
2	0	0	0	0	452	
3	0	0	0	0	393	
4	0	0	0	0	456	
5	0	0	0	0	686	
6	0	0	0	0	728	
7	0	0	0	0	949	
8	0	0	0	0	1021	
9	0	0	0	0	708	
10	0	0	0	0	398	
11	0	0	0	0	295	
12	0	0	0	0	297	
13	0	0	0	0	311	
14	0	0	0	0	380	
15	0	0	0	0	537	
0	0	0	0	0	628	
1	0	0	0	0	548	
2	0	0	0	0	419	
3	0	0	0	0	454	
4	0	0	0	0	534	
5	0	0	0	0	512	
6	0	0	0	0	512	
7	0	0	0	0	626	
8	0	0	0	0	679	
9	0	0	0	0	661	
10	0	0	0	0	524	
11	0	0	0	0	475	
12	0	0	0	0	408	
13	0	0	0	0	247	
14	0	0	0	0	213	
15	0	0	0	0	330	
0	0	0	0	0	464	
1	0	0	0	0	667	
2	0	0	0	0	761	
3	0	0	0	0	532	
4	0	0	0	0	408	
5	0	0	0	0	497	
6	0	0	0	0	632	
7	0	0	0	0	625	
8	0	0	0	0	769	
9	0	0	0	0	901	
10	0	0	0	0	848	
11	0	0	0	0	569	
12	0	0	0	0	353	
13	0	0	0	0	152	
14	0	0	0	0	0	
15	0	0	0	0	106	
0	0	0	0	0	280	
1	0	0	0	0	428	
2	0	0	0	0	520	
3	0	0	0	0	579	
4	0	0	0	0	600	
5	0	0	0	0	676	
6	0	0	0	0	734	
7	0	0	0	0	655	
8	0	0	0	0	583	
9	0	0	0	0	671	
10	0	0	0	0	716	
11	0	0	0	0	674	
12	0	0	0	0	582	
13	0	0	0	0	431	
14	0	0	0	0	90	
15	0	0	0	0	46	
0	0	0	0	0	310	
1	0	0	0	0	492	
2	0	0	0	0	538	
3	0	0	0	0	548	
4	0	0	0	0	573	
5	0	0	0	0	492	
6	0	0	0	0	471	
7	0	0	0	0	528	
8	0	0	0	0	561	
9	0	0	0	0	627	
10	0	0	0	0	765	
11	0	0	0	0	820	
12	0	0	0	0	674	
13	0	0	0	0	538	
14	0	0	0	0	497	
15	0	0	0	0	275	
0	0	0	0	0	108	
1	0	0	0	0	100	
2	0	0	0	0	95	
3	0	0	0	0	247	
4	0	0	0	0	505	
5	0	0	0	0	839	
6	0	0	0	0	849	
7	0	0	0	0	612	
8	0	0	0	0	548	
9	0	0	0	0	528	
10	0	0	0	0	669	
11	0	0	0	0	747	
12	0	0	0	0	763	
13	0	0	0	0	639	
14	0	0	0	0	584	
15	0	0	0	0	478	
